exponent,time_mean,memory_mean,t1,t2,t3,t4,t5,m1,m2,m3,m4,m5
6 MPI,0.006882413999846904,44827.2,0.00616076799997245,0.007571267999992415,0.009120849999817437,0.005788312999357004,0.005770871000095212,44516.0,44976.0,44856.0,44984.0,44804.0
7 MPI,0.026216812000348,45505.6,0.0235308890005399,0.03057239500049036,0.030295870999907493,0.023232615000779333,0.023452290000022913,45340.0,45380.0,45916.0,45408.0,45484.0
8 MPI,0.07103344159986591,48777.6,0.0644259669998064,0.07458897000014986,0.06409100400014722,0.08247323999967193,0.06958802699955413,48832.0,48752.0,48840.0,48740.0,48724.0
9 MPI,0.31519364760006285,60998.4,0.3090453289996731,0.3105386739998721,0.323262332000013,0.328039964000709,0.305081939000047,60808.0,61292.0,61040.0,61132.0,60720.0
10 MPI,1.9657097786001032,110150.4,1.956600716000139,1.972460088999469,1.967714929000067,1.963982125000257,1.9677910340005837,110216.0,110316.0,109880.0,110424.0,109916.0
11 MPI,15.086349821199837,306739.2,15.097831608999513,15.06219048300045,15.081034732999797,15.11948033599947,15.071211944999959,306568.0,306676.0,306928.0,306700.0,306824.0
12 MPI,118.09601411939984,1093108.0,117.49792914299996,117.55301655800031,117.4915157659998,120.29619238499981,117.64141674499933,1093068.0,1093104.0,1093056.0,1093292.0,1093020.0
6 SEC,0.02014490380006464,134108.0,0.020155482000518532,0.02016766499946243,0.02030808099971182,0.0196520090003105,0.020441282000319916,134108.0,134108.0,134108.0,134108.0,134108.0
7 SEC,0.050219269600347616,134108.0,0.04954443600036029,0.04997883800024283,0.051060316000075545,0.05030692000036652,0.05020583800069289,134108.0,134108.0,134108.0,134108.0,134108.0
8 SEC,0.17468092960007198,134108.0,0.1734118699996543,0.17380072599917185,0.1739819490003356,0.17596849800065684,0.1762416050005413,134108.0,134108.0,134108.0,134108.0,134108.0
9 SEC,0.8327643823999097,134108.0,0.8214600789997348,0.8339379310000368,0.8375314009999784,0.8423835240000699,0.8285089769997285,134108.0,134108.0,134108.0,134108.0,134108.0
10 SEC,4.5236622611999335,134108.0,4.504509599000812,4.53639165200002,4.517755044999831,4.536735672999384,4.522919336999621,134108.0,134108.0,134108.0,134108.0,134108.0
11 SEC,25.990362968200134,134108.0,26.099206627000058,26.0074372450008,26.028763903000254,25.8560191459992,25.960387920000358,134108.0,134108.0,134108.0,134108.0,134108.0
12 SEC,168.52421300860004,426997.6,168.4287555890005,167.8469278450002,168.67190678299994,169.53767954900013,168.1357952769995,426988.0,426992.0,426944.0,426948.0,427116.0
