exponent,time_mean,memory_mean,t1,t2,t3,t4,t5,m1,m2,m3,m4,m5
6 MPI,0.0030551800009561703,0.0,0.003443099994910881,0.003591700005927123,0.002645799992023967,0.0024062000011326745,0.0031891000107862055,0.0,0.0,0.0,0.0,0.0
7 MPI,0.012147580002783797,0.0,0.008701600003405474,0.007411400001728907,0.011636200011707842,0.012634700004127808,0.020353999992948957,0.0,0.0,0.0,0.0,0.0
8 MPI,0.04785070000216365,0.0,0.06328279999434017,0.06804290000582114,0.04427630000282079,0.031611700003850274,0.032039800003985874,0.0,0.0,0.0,0.0,0.0
9 MPI,0.15007663999858778,0.0,0.14042419999896083,0.14926969999214634,0.17817379999905825,0.13948559999698773,0.14302990000578575,0.0,0.0,0.0,0.0,0.0
10 MPI,0.7285293200024171,0.0,0.7056575000024168,0.7311181999975815,0.7229602000006707,0.741693200005102,0.7412175000063144,0.0,0.0,0.0,0.0,0.0
11 MPI,4.220099439998739,0.0,4.461288599995896,4.156596500004525,4.157651299989084,4.154624900009367,4.170335899994825,0.0,0.0,0.0,0.0,0.0
12 MPI,30.01896587999945,0.0,29.88082619999477,30.08790269999008,30.047352100009448,30.123827899995376,29.954920500007574,0.0,0.0,0.0,0.0,0.0
13 MPI,236.6750523399969,0.0,237.7994949999993,235.69214719999582,236.10693409999658,236.1462773999956,237.63040799999726,0.0,0.0,0.0,0.0,0.0
6 SEC,0.02938175999734085,0.0,0.029565399992861785,0.028534299999591894,0.028825000001234002,0.030017799988854676,0.029966300004161894,0.0,0.0,0.0,0.0,0.0
7 SEC,0.0688004399969941,0.0,0.06092390000412706,0.061088000002200715,0.07383909999043681,0.06472219999704976,0.08342899999115616,0.0,0.0,0.0,0.0,0.0
8 SEC,0.2322037400008412,0.0,0.2795788000075845,0.22014479999779724,0.2378789000067627,0.21173860000271816,0.21167759998934343,0.0,0.0,0.0,0.0,0.0
9 SEC,0.9152549999998882,0.0,0.919658899991191,0.9154974999983096,0.9178280000051018,0.9052672000107123,0.9180233999941265,0.0,0.0,0.0,0.0,0.0
10 SEC,4.241440019998118,0.0,4.196437299993704,4.21114800000214,4.252561899993452,4.347026300005382,4.200026599995908,0.0,0.0,0.0,0.0,0.0
11 SEC,22.600311799999325,0.0,22.48826499999268,22.77492300000449,22.643439200008288,22.542179099997156,22.552752699994016,0.0,0.0,0.0,0.0,0.0
12 SEC,133.52642085999832,0.0,133.1521122999984,133.94261509999342,133.40880069999548,133.72657189999882,133.4020043000055,0.0,0.0,0.0,0.0,0.0
13 SEC,867.6051043400017,0.0,861.1038434999937,863.3430384000094,882.7370500000106,865.974721999999,864.8668677999958,0.0,0.0,0.0,0.0,0.0
